Código;Descrição;Preço Venda
488782;VESTIDO LONGO REGATA EM CHIFON SAIA PLISSADA FAIXA;549,9
488782;VESTIDO LONGO REGATA EM CHIFON SAIA PLISSADA FAIXA;549,9
488782;VESTIDO LONGO REGATA EM CHIFON SAIA PLISSADA FAIXA;549,9
488783;VESTIDO LONGO EM CREPE MG UNICA ABERTURA FRZD;549,9
488789;BLUSA EM CREPE MANGA CURTA VARIAS ESTAMPAS;69,9
488797;BLUSA CROPPED MANGA CURTA DE PAETE;110
488854;SHORT CURTO JEANS DETROID BARRA DESFIADA;89,9
488854;SHORT CURTO JEANS DETROID BARRA DESFIADA;89,9
488854;SHORT CURTO JEANS DETROID BARRA DESFIADA;89,9
488854;SHORT CURTO JEANS DETROID BARRA DESFIADA;89,9
488854;SHORT CURTO JEANS DETROID BARRA DESFIADA;89,9
488854;SHORT CURTO JEANS DETROID BARRA DESFIADA;89,9
488868;BRINCO FOLHEADO STRASS;39,9
488868;BRINCO FOLHEADO STRASS;39,9
488874;BRINCO FOLHEADO VAZADO AMASSADINHO;29,9
488881;BRINCO FOLHEADO ONDULADO VAZADO;29,9
488935;CASACO SARJA CAPUZ BOTOES XADREX  BOLSOS ZIPER;229,9
488937;CALCA SOCIAL COS LARGO 2 BOTOES COM BOLSO;110
488947;BLUSA REGATA COSTA NO TIRAS POA;59,9
488956;BLUSA EM CREPE DETALHE RENDA GUIPIR;69,9
488968;CONJ.BLUSA REGT BBDO CALCA RETA PREG EM CREPE;179,9
489031;BOLSA COURO ALCA E CORRENTE PESPONTO;589,9
489049;VESTIDO CAPA AMPLA PREGAS MANGA E BUSTO EM CREPE;839,9
489051;VESTIDO LONGO MANGA CAPA EM CREPE;699,9
489052;VESTIDO MANGA CAPA CAMADAS FRZD BUSTO FAIXA EM CREPE;799,9
489053;VESTIDO MANGA CAPA AMPLA DRAPEADO BUSTO RM CREPE;849,9
489087;VESTIDO GOLA DEC V BOTOES MANGA ELSTICO COM FAIXA FIVELA;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489092;CALCA LEGGING POWER CINTURA ALTA ZIPER LATERAL;189,9
489122;VESTIDO LONGO OMBRO SO DECOTE BABADO;339,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489140;CASACO EM TRICOT DET BOLSO COM CAPUZ;139,9
489208;CINTO FINO COURO FIVELA RETANGULAR PASSANTE;39,9
489208;CINTO FINO COURO FIVELA RETANGULAR PASSANTE;39,9
489208;CINTO FINO COURO FIVELA RETANGULAR PASSANTE;39,9
489208;CINTO FINO COURO FIVELA RETANGULAR PASSANTE;39,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489209;CINTO EM COURO FIVELA ENCAPADA REDONDA;59,9
489210;CINTO LARGO EM COURO FIVELA ENCADA PASSANTE DUPLO;59,9
489210;CINTO LARGO EM COURO FIVELA ENCADA PASSANTE DUPLO;59,9
489210;CINTO LARGO EM COURO FIVELA ENCADA PASSANTE DUPLO;59,9
489210;CINTO LARGO EM COURO FIVELA ENCADA PASSANTE DUPLO;59,9
489210;CINTO LARGO EM COURO FIVELA ENCADA PASSANTE DUPLO;59,9
489210;CINTO LARGO EM COURO FIVELA ENCADA PASSANTE DUPLO;59,9
489217;OCULOS DE SOL GATINHO FASHION C/ ESTOJO LG;49,9
489217;OCULOS DE SOL GATINHO FASHION C/ ESTOJO LG;49,9
489217;OCULOS DE SOL GATINHO FASHION C/ ESTOJO LG;49,9
489217;OCULOS DE SOL GATINHO FASHION C/ ESTOJO LG;49,9
489217;OCULOS DE SOL GATINHO FASHION C/ ESTOJO LG;49,9
489270;CALCA PANTALONA BOLSO FACA COS PESPONTADO CREPE;299,9
489271;CALCA PANTALONA C/NERVURA COS PESPONTADO VISCOSE;349,9
489271;CALCA PANTALONA C/NERVURA COS PESPONTADO VISCOSE;349,9
489293;PULSEIRA PEROLA ELASTICO 1UNI;5
489293;PULSEIRA PEROLA ELASTICO 1UNI;5
489293;PULSEIRA PEROLA ELASTICO 1UNI;5
489308;VESTIDO DECOTE V MANGA CURTA LONGO MALHA;119,9
489322;BLUSA DECOTE MANGA CURTA LUREZ;59,9
489325;VESTIDO GOLINHA MANGA CURTA LISTRADO;139,9
489327;BLUSA ALCINHA LARGA LUREZ;59,9
489350;CILIOS POSTICOS 6D MINK NEW SHOW;10
489352;BANDANA ESTAMPADA 100% ALGODAO;9,9
489352;BANDANA ESTAMPADA 100% ALGODAO;9,9
489414;BRINCO METAL CORACAO STRASS;39,9
489452;CONJ.TOP FTE UNICA AMRRC CALCA PANTALONA EM CREPE;439,9
489455;SHORT BERMUDA EM LINHO COM BOLSO E FAIXA FIVELA;110
489509;BLUSA DECOTE QUADRADO MANGA BABADO LAISE;119,9
489538;SAPATO ATANADO SCARPIN BICO FINO SALTO ALTO FINO;179,9
489538;SAPATO ATANADO SCARPIN BICO FINO SALTO ALTO FINO;179,9
489539;SAPATO SCARPIN ATANADO SALTO FINO MEDIO;189,9
489539;SAPATO SCARPIN ATANADO SALTO FINO MEDIO;189,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;169,9
489560;SANDALIA EM COURO VAZADA SALTO BAIXO FINO;189,9
489567;SANDALIA METALIZADA SALTO MEDIO GROSSO;219,9
489647;BOLSINHA EM NYLON C/DIVISORIAS 1ALCA;69,9
489649;BOLSA PEQ PORTA CELULAR EM NYLON C/BOLSO ZIPER;39,9
489658;MALA MEDIA DE VIAGEM RODINHAS C/ DETALHE;499,9
489673;BRINCO FOLHEADO VAZADO FRANJA DE PEROLA;49,9
489673;BRINCO FOLHEADO VAZADO FRANJA DE PEROLA;49,9
489690;CALCA CIGARRETE JEANS CLARO DET.BOLSO COS ALTO;199,9
489744;BRINCO METAL FLOR;29,9
489744;BRINCO METAL FLOR;29,9
489744;BRINCO METAL FLOR;29,9
489744;BRINCO METAL FLOR;29,9
489746;BRINCO TRIO PONTO CRISTAIS COLOR;25,9
489785;BLUSA REGATA EM CREPE DETALHE TRANSPASSADO;79,9
489825;CLUTCH METALIZADA QUADRADA FECHO BOLA METAL;119,9
489825;CLUTCH METALIZADA QUADRADA FECHO BOLA METAL;119,9
489825;CLUTCH METALIZADA QUADRADA FECHO BOLA METAL;119,9
489825;CLUTCH METALIZADA QUADRADA FECHO BOLA METAL;119,9
489825;CLUTCH METALIZADA QUADRADA FECHO BOLA METAL;119,9
489825;CLUTCH METALIZADA QUADRADA FECHO BOLA METAL;119,9
489826;VESTIDO TOMARA QUE CAIA FRZD BUSTO EM CREPE FAIXA;299,9
489832;CONJ.EM LAISE BLUSA MG3/4 BBO ELAST OMB SAIA CURTA;299,9
489840;VESTIDO EM ALGODÃO BORDADO ALCA ELASTEX BBDO;339,9
489848;BOLSINHA PORTA CELULAR TODA EM STRASS;159,9
489849;CLUTCH ACETINADA ENTRELACADA FECHO METAL;169,9
489861;BOLSA EM STRASS 1 ALCA TRIANGULAR;149,9
489862;CLUTCH SINTETICA ENTRELACADA FECHO BOLAS;199,9
489873;CLUTCH EM STRASS RETANGULAR FECHO METAL;179,9
489873;CLUTCH EM STRASS RETANGULAR FECHO METAL;179,9
489873;CLUTCH EM STRASS RETANGULAR FECHO METAL;179,9
489873;CLUTCH EM STRASS RETANGULAR FECHO METAL;179,9
489894;CROPPED ALCA EM VISCOSE;89,9
489968;CALCA PANTALONA COM BOLSO FRENTE;199,9
489975;CALCA SOCIAL RETA COS PRESPONTADO 3 BOTOES;159,9
489978;CALCA SOCIAL SKINE COM RECORTE BOLSO 3 BOTOES;159,9
489990;BOLSA PESPONTADA DET MADEIRA C/ 2 ALCAS;159,9
489990;BOLSA PESPONTADA DET MADEIRA C/ 2 ALCAS;159,9
489992;ALCA PARA BOLSA BOLAS DE PEROLA;29,9
490005;BOLSA QUADRADA RECORTES ALCA COMPRIDA;119,9
490007;BOLSA KIT C/ 2 UNI;0
490018;BOLSA ALCA CORRENTE TAMPA PESPONTO FECHO METAL;119,9
490026;BRINCO CORACAO METAL;15,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;279,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;279,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;279,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;279,9
490074;VESTIDO LONGO MANGA VAZADA DECOTE V FAIXA PREGAS;449,9
490077;VESTIDO LONGO CREPE PREGA BUSTO SOBREPOSTO PLISSADO;459,9
490091;BRINCO METAL COMPRIDO STRASS;29,9
490098;BRINCO METAL COMPRIDO CRISTAIS COLOR;29,9
490107;VESTIDO LONGO EM CREPE SAIA PLISSADA ABERTO COSTAS C/BOJO;519,9
490138;8163L-28-MP42-LE0104 Botoes-Poliester -;0
490143;VESTIDO LONG FRENTE UNICA EM CHIFON DET GUIPIR;1.199,90
490143;VESTIDO LONG FRENTE UNICA EM CHIFON DET GUIPIR;1.199,90
490146;VESTIDO LONGO EM PAETE REGATA COM OMBREIRA;849,9
490155;BLUSA EM CREPE MANGA DETALHE ENTREMEIO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490176;BLUSA MC.EM CREPE GOLA BABADO;69,9
490248;SANDALIA VERNIZ SALTO ALTO GROSSO MEIA PATA;219,9
490250;SANDALIA NAPA SALTO GROSSO LARGO MEIA PATA AMARRACAO;259,9
490250;SANDALIA NAPA SALTO GROSSO LARGO MEIA PATA AMARRACAO;259,9
490280;COLAR ELOS ACRILICO VAZADO;49,9
490285;SANDALIA RASTEIRA NAPA TIRA VAZADA PESPONTO;59,9
490287;SANDALIA RASTEIRA NAPA TIRA FINA ARCO CORDAO;59,9
490290;ANEL PEDRA ACRILICA COLOR;10
490290;ANEL PEDRA ACRILICA COLOR;10
490295;ANEL METAL PEDRINHAS DIVERSAS COLOR;8
490296;ANEL METAL DETALHE STRASS;10
490297;ANEL METAL REDONDO PEDRAS COLOR DET CRISTAIS;10
490301;CALCA BASIC JEANS 2 BOTOES PESPONTO;179,9
490323;VESTIDO LONGO TOMARA QUE CAIA DET MANGUINHA EM CREPE;529,9
490324;VESTIDO MIDI FENDA EM CREPE AMRRC ARG STRASS PREG;439,9
490327;BRINCO ARGOLA DETALHE STRASS;15,9
490327;BRINCO ARGOLA DETALHE STRASS;15,9
490339;SANDALIA PAPETE NAPA  TIRINHAS CRUZADAS NOZINHOS;179,9
490339;SANDALIA PAPETE NAPA  TIRINHAS CRUZADAS NOZINHOS;179,9
490353;SANDALIA FEM PAPETE NAPA TIRA TRANCADA AMARRACAO PERNA;159,9
490358;SANDALIA TIRA CRUZADA NOZINHO NAPA AMARRA PERNA;169,9
490414;BLUSA ALONGADA EM VISCOSE DET ALCA CORDA ABERTURA;379,9
490419;CROPPED EM LINHO MANGA CURTA BABADO OMBRO;299,9
490422;ANEL METAL COLOR;10
490423;ANEL METAL REDONDO DETALHE STRASS;10
490430;PRESILHA METAL LARGUINHA LISA;25,9
490432;PRESILHA METAL DETALHE VAZADA;25,9
490433;PRESILHA METAL DETALHE VAZADO;25,9
490447;ANEL METAL REDONDO COLOR;10
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490487;BLUSA EM CREPE DECOTE V PREGAS NA CARVAS;69,9
490566;BLUSA EM CREPE ALCA DUPLA DECOTE V;59,9
490566;BLUSA EM CREPE ALCA DUPLA DECOTE V;59,9
490576;BLUSA EM CREPE DECOTE V MANGA BABADINHO;79,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;189,9
490595;SANDALIA METALIZADA TIRA SALTO FINO MEDIO;169,9
490602;SHORT CLOCHARD CORDAO BARRA DOBRADA CURTO;99,9
490617;VESTIDO CREPE MANGA CAPA ELASTEX TORCIDO BUSTO;849,9
490663;BRINCO ARGOLA FOLHEADA BOLINHAS METAL;25,9
490663;BRINCO ARGOLA FOLHEADA BOLINHAS METAL;25,9
490677;BRINCO FOLHEADO ARGOLA OVAL;25,9
490682;BRINCO ARGOLA FOLHEADO;25,9
490682;BRINCO ARGOLA FOLHEADO;25,9
490695;CALCA CIGARRETE SARJA CINT ALTA BOLSO FALSO;119,9
490695;CALCA CIGARRETE SARJA CINT ALTA BOLSO FALSO;119,9
490695;CALCA CIGARRETE SARJA CINT ALTA BOLSO FALSO;119,9
490695;CALCA CIGARRETE SARJA CINT ALTA BOLSO FALSO;119,9
490695;CALCA CIGARRETE SARJA CINT ALTA BOLSO FALSO;119,9
490695;CALCA CIGARRETE SARJA CINT ALTA BOLSO FALSO;119,9
490698;CALCA FLARE SARJA BOLSO FALSO CINTURA ALTA;119,9
490698;CALCA FLARE SARJA BOLSO FALSO CINTURA ALTA;119,9
490698;CALCA FLARE SARJA BOLSO FALSO CINTURA ALTA;119,9
490698;CALCA FLARE SARJA BOLSO FALSO CINTURA ALTA;119,9
490698;CALCA FLARE SARJA BOLSO FALSO CINTURA ALTA;119,9
490698;CALCA FLARE SARJA BOLSO FALSO CINTURA ALTA;119,9
490701;CALCA CIGARRETE SARJA BOLSO FALSO;129,9
490706;CALCA CIGARRETE SARJA BOLSO FALSO;129,9
490707;SHORT BOLSO FACA ABERTURA LATERAL;89,9
490709;CALCA JEANS LIXADA BOLSO FACA;129,9
490711;CALCA PANTACOURT BARRA DESFIADA;129,9
490713;SHORT CURTO BOLSO FALSO;79,9
490738;CROPPED C ALCA C BABADOS ELASTICO;159,9
490745;CALCA JEANS FLARE SARJA BRANCA C/ALTO BOLSO FALSO;119,9
490745;CALCA JEANS FLARE SARJA BRANCA C/ALTO BOLSO FALSO;119,9
490745;CALCA JEANS FLARE SARJA BRANCA C/ALTO BOLSO FALSO;119,9
490745;CALCA JEANS FLARE SARJA BRANCA C/ALTO BOLSO FALSO;119,9
490745;CALCA JEANS FLARE SARJA BRANCA C/ALTO BOLSO FALSO;119,9
490750;SHORT JEANS CURTO COM BOLSO BARRA DESFIADA  _;99,9
490750;SHORT JEANS CURTO COM BOLSO BARRA DESFIADA  _;99,9
490754;SHORT JEANS CO ALTO BASICO;110
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490836;SAIA MIDI EM VISCOSE C/BOLSO E ABERTURA LATERAIS;99,9
490843;CALCA CIGARRETE SARJA BRANCO COS ALTO BOLSO FALSO;129,9
490849;BRINCO ARGOLA METAL GROSSA;25,9
490849;BRINCO ARGOLA METAL GROSSA;25,9
490852;BRINCO METAL CORACAO PEDRAS;29,9
490852;BRINCO METAL CORACAO PEDRAS;29,9
490861;BRINCO CRUZ STRASS COMPRIDO;29,9
490861;BRINCO CRUZ STRASS COMPRIDO;29,9
490861;BRINCO CRUZ STRASS COMPRIDO;29,9
490864;BRINCO METAL BOLINHA DE PEROLA STRASS;29,9
490868;BRINCO BOLINHAS DE PEROLA STRASS FRANJA;29,9
490881;BRINCO ARGOLA METAL COM DETALHE TRANCADO;15,9
490890;BRINCO DUPLO METAL;15,9
490892;BRINCO METAL REDONDO VAZADO;19,9
490899;BRINCO ARGOLA MEDIA  STRASS;15,9
490899;BRINCO ARGOLA MEDIA  STRASS;15,9
490899;BRINCO ARGOLA MEDIA  STRASS;15,9
490900;BRINCO ARGOLA GRANDE STRASS;15,9
490900;BRINCO ARGOLA GRANDE STRASS;15,9
490900;BRINCO ARGOLA GRANDE STRASS;15,9
490939;SAIA MIDI EM LINHO DET AMARRACAO BOLSO;119,9
490939;SAIA MIDI EM LINHO DET AMARRACAO BOLSO;119,9
490939;SAIA MIDI EM LINHO DET AMARRACAO BOLSO;119,9
490939;SAIA MIDI EM LINHO DET AMARRACAO BOLSO;119,9
490939;SAIA MIDI EM LINHO DET AMARRACAO BOLSO;119,9
490952;VESTIDO DECOTE ENTREMEIO  GUIPIR  MG CURTA LONGO;1.199,90
490962;VESTIDO LONGO CHIFFON MANGA BABADO;399,9
490965;VESTIDO EM CREPE REGATA DECOTE V RECORTE FRENTE;199,9
490969;VESTIDO EM RENDA BORDADO PAETE;239,9
490974;SANDALIA NAPA TIRA FINA AMARRACAO SALTO FINO;169,9
490978;SANDALIA TAMANCO METALIZADA SALTO BLOCO;159,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491003;SHORT BOLSOS  ABA ALFAIATARIA BARRA DOBRADA;99,9
491028;MEIA CALCA TERMICA COS CANELADO;49,9
491028;MEIA CALCA TERMICA COS CANELADO;49,9
491028;MEIA CALCA TERMICA COS CANELADO;49,9
491062;BLUSA T SHIRT EM MALHA BRASIL DET LISTRAS MG;59,9
491074;SHORT ALFAIATARIA PESPONTO COS LAPELA BOTAO;159,9
491074;SHORT ALFAIATARIA PESPONTO COS LAPELA BOTAO;159,9
491109;CALCA COS LARGO 2BTS BOLSO PRESPONTO PANTALONA;399,9
491111;BLUSA CROPED DECOTE QUAD. VAZADO MANGA BUFANTE;299,9
491129;VESTIDO LONGO ALCINHA BABADO PALA PLISSADA;399,9
491168;CALCA EM MALHA ESTAMPADA ELASTICO COS;159,9
491193;BRINCO REDONDO METAL BOLA FOSCA MEIO;19,9
491224;COLAR BOLAS VERNIZ COLOR;19,9
491247;COLAR COURINHO COMPRIDO PEDRA OVAL COLOR;29,9
491248;COLAR COURINHO COMPRIDO PEDRA ACRILICA REDONDA;29,9
491273;BLUSA CAPA MANGA LONGA EM CREPE BOTOES;339,9
491290;BRINCO CORACAO STRASS COLOR;19,9
491290;BRINCO CORACAO STRASS COLOR;19,9
491342;CALCA JEANS CIGARRETE CINTURA ALTA BOLSO;199,9
491343;CALCA JEANS WIDE LEG RETA BOLSO PERNA PESPONTO;199,9
491344;CALCA RETA CROPPED JEANS BOLSO LARGO PESPONTO;199,9
491351;SANDALIA RASTEIRA TIRINHA STRASS COLOR;119,9
491352;SANDALIA RASTEIRA METALIZADA TIRAS PEDRARIA;129,9
491352;SANDALIA RASTEIRA METALIZADA TIRAS PEDRARIA;129,9
491359;CALCA COS BOTAO PASSANTE   BOLSO PANTALONA;110
